area,area_title,prim_state,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
10,Delaware,DE,41-0000,Sales and Related Occupations,major,44630,1.6,95.092,1.08,24.37,50690,1.5,14.14,17.4,27.79,29410,36190,57790
11,District of Columbia,DC,41-0000,Sales and Related Occupations,major,22420,4.2,31.941,0.36,28.19,58620,2.4,17.39,21.03,29.43,36180,43730,61210
12,Florida,FL,41-0000,Sales and Related Occupations,major,1034260,0.7,108.093,1.23,24.66,51290,1.1,13.85,17.34,27.3,28800,36060,56790
13,Georgia,GA,41-0000,Sales and Related Occupations,major,457810,1,96.221,1.09,24.22,50380,1.7,12.91,16.31,27.05,26850,33920,56260
15,Hawaii,HI,41-0000,Sales and Related Occupations,major,49570,2.1,80.345,0.91,23.42,48720,1.1,15.3,18.23,26.19,31820,37920,54470
16,Idaho,ID,41-0000,Sales and Related Occupations,major,69710,1.6,84.731,0.96,23.51,48890,2.6,14.04,17.32,24.07,29190,36020,50060
17,Illinois,IL,41-0000,Sales and Related Occupations,major,504310,1.2,83.889,0.95,26.59,55310,2,14.69,18.02,29.32,30560,37490,60990
18,Indiana,IN,41-0000,Sales and Related Occupations,major,272480,1.1,86.317,0.98,22.88,47590,0.6,13.48,16.79,25.87,28030,34920,53810
19,Iowa,IA,41-0000,Sales and Related Occupations,major,134010,0.8,86.75,0.98,22.19,46160,0.8,13.44,16.28,24.17,27950,33860,50280
20,Kansas,KS,41-0000,Sales and Related Occupations,major,122490,2.5,86.748,0.98,24.18,50290,1.3,13.1,16.82,28.3,27260,34980,58860
21,Kentucky,KY,41-0000,Sales and Related Occupations,major,160650,1.3,81.838,0.93,21.38,44470,1.2,12.52,15.19,22.95,26040,31600,47730
22,Louisiana,LA,41-0000,Sales and Related Occupations,major,169400,1,91.475,1.04,19.36,40280,1,11.09,14.28,21.45,23060,29700,44610
23,Maine,ME,41-0000,Sales and Related Occupations,major,56110,1.3,90.244,1.02,23.38,48630,0.9,15.17,17.68,25,31540,36770,52000
24,Maryland,MD,41-0000,Sales and Related Occupations,major,216820,1.2,80.981,0.92,23.91,49720,0.8,14.51,17.28,26.14,30190,35940,54380
25,Massachusetts,MA,41-0000,Sales and Related Occupations,major,287260,1.1,78.842,0.89,29.36,61060,1.1,16.61,19.31,34.15,34560,40160,71040
26,Michigan,MI,41-0000,Sales and Related Occupations,major,371670,1,85.481,0.97,24.54,51040,1,13.81,17.22,27.62,28730,35820,57450
27,Minnesota,MN,41-0000,Sales and Related Occupations,major,242440,1,84.147,0.95,26.51,55130,1.9,15.14,18.21,29.65,31500,37870,61680
28,Mississippi,MS,41-0000,Sales and Related Occupations,major,108920,1,94.714,1.07,17.86,37140,0.8,10.59,13.58,18.59,22020,28250,38680
29,Missouri,MO,41-0000,Sales and Related Occupations,major,242400,1.1,84.272,0.96,22.6,47010,2.8,13.57,16.35,24.07,28220,34000,50070
30,Montana,MT,41-0000,Sales and Related Occupations,major,47840,1.4,95.345,1.08,23.1,48050,2.8,14.07,17.56,24.47,29270,36520,50890
31,Nebraska,NE,41-0000,Sales and Related Occupations,major,88630,1.7,88.551,1,22.51,46820,0.8,13.7,16.97,24.97,28490,35300,51940
32,Nevada,NV,41-0000,Sales and Related Occupations,major,127120,1.6,85.787,0.97,21.05,43780,1.2,13.5,16.7,22.57,28080,34730,46950
33,New Hampshire,NH,41-0000,Sales and Related Occupations,major,70920,1.5,105.05,1.19,26.75,55640,1.1,14.68,18.06,29.89,30530,37570,62180
34,New Jersey,NJ,41-0000,Sales and Related Occupations,major,369610,1.1,87.956,1,30.06,62520,1,15.51,20.14,36.06,32250,41890,75010
35,New Mexico,NM,41-0000,Sales and Related Occupations,major,68870,1.1,81.444,0.92,19.93,41460,1.1,13.52,15.38,21.26,28120,32000,44220
36,New York,NY,41-0000,Sales and Related Occupations,major,792330,0.9,84.355,0.96,35.04,72890,1.8,16.76,21.11,38.14,34850,43900,79320
37,North Carolina,NC,41-0000,Sales and Related Occupations,major,488760,0.9,101.93,1.16,25,51990,0.9,13.2,17.15,28,27460,35670,58230
38,North Dakota,ND,41-0000,Sales and Related Occupations,major,35370,1.1,84.706,0.96,23.28,48420,1.2,14.11,17.47,26.98,29340,36340,56120
39,Ohio,OH,41-0000,Sales and Related Occupations,major,458210,0.7,83.78,0.95,23.55,48990,1,13.29,16.7,26.53,27640,34730,55190
40,Oklahoma,OK,41-0000,Sales and Related Occupations,major,153190,1,92.045,1.04,21.16,44020,1.4,12.74,14.99,22.64,26490,31170,47080
41,Oregon,OR,41-0000,Sales and Related Occupations,major,157990,0.9,81.308,0.92,24.67,51320,0.8,16.06,18.14,26.77,33410,37740,55680
42,Pennsylvania,PA,41-0000,Sales and Related Occupations,major,486870,1.2,81.847,0.93,24.25,50440,0.9,13.42,17.1,27.75,27910,35570,57720
44,Rhode Island,RI,41-0000,Sales and Related Occupations,major,42230,2.4,86.503,0.98,26.93,56010,1.7,14.73,18.04,30.06,30630,37530,62530
45,South Carolina,SC,41-0000,Sales and Related Occupations,major,226140,0.7,101.728,1.15,21.79,45330,0.9,12.57,15.85,23.59,26140,32960,49070
46,South Dakota,SD,41-0000,Sales and Related Occupations,major,44670,1.1,100.519,1.14,24.33,50610,2.3,13.77,17.23,28.49,28640,35850,59270
47,Tennessee,TN,41-0000,Sales and Related Occupations,major,269720,1.1,83.789,0.95,21.47,44650,0.8,12.87,16.08,23.27,26770,33440,48390
48,Texas,TX,41-0000,Sales and Related Occupations,major,1217200,0.9,89.778,1.02,24.07,50060,0.7,13.25,16.92,26.84,27560,35200,55830
49,Utah,UT,41-0000,Sales and Related Occupations,major,133280,1.4,79.398,0.9,24.9,51800,1,14.22,17.8,28.51,29570,37020,59300
50,Vermont,VT,41-0000,Sales and Related Occupations,major,23900,1.7,79.463,0.9,24.22,50370,1.2,14.73,17.82,27,30640,37070,56170
51,Virginia,VA,41-0000,Sales and Related Occupations,major,360430,1.2,90.534,1.03,25.27,52560,0.7,13.86,17.3,27.66,28840,35980,57540
53,Washington,WA,41-0000,Sales and Related Occupations,major,316180,1.4,90.452,1.03,29.73,61850,0.7,17.5,21.97,32.82,36400,45700,68260
54,West Virginia,WV,41-0000,Sales and Related Occupations,major,58960,1,85.619,0.97,17.48,36360,0.8,11,13.76,18.22,22880,28610,37900
55,Wisconsin,WI,41-0000,Sales and Related Occupations,major,259320,0.6,89.855,1.02,24.63,51230,0.6,13.98,17.54,28.76,29070,36470,59810
56,Wyoming,WY,41-0000,Sales and Related Occupations,major,23890,1.7,87.251,0.99,21.65,45030,1.5,13.38,16.79,22.92,27830,34910,47670
1,Alabama,AL,41-3021,Insurance Sales Agents,detailed,6860,5.6,3.343,1.11,40.36,83940,7,19.04,29.23,47.17,39610,60790,98120
2,Alaska,AK,41-3021,Insurance Sales Agents,detailed,590,5.1,1.888,0.63,27.08,56330,2.9,22.3,24.02,29.43,46390,49970,61220
4,Arizona,AZ,41-3021,Insurance Sales Agents,detailed,10710,8.2,3.424,1.14,34.38,71510,4.2,21.03,28.32,38.67,43740,58900,80430
5,Arkansas,AR,41-3021,Insurance Sales Agents,detailed,4070,5.2,3.201,1.06,29.08,60480,3.8,18.07,23.11,29.94,37590,48060,62270
6,California,CA,41-3021,Insurance Sales Agents,detailed,39610,6.3,2.207,0.73,42.9,89230,3.1,22.42,30.48,46.32,46630,63400,96350
8,Colorado,CO,41-3021,Insurance Sales Agents,detailed,11090,4.3,3.917,1.3,36.03,74940,4.3,21.37,29.26,38.6,44450,60860,80290
9,Connecticut,CT,41-3021,Insurance Sales Agents,detailed,5940,7.8,3.579,1.19,41.4,86110,4.3,24.83,35.29,46.39,51650,73410,96490
10,Delaware,DE,41-3021,Insurance Sales Agents,detailed,1390,9.5,2.957,0.98,31.29,65090,5.9,18.92,27.79,37,39350,57790,76960
11,District of Columbia,DC,41-3021,Insurance Sales Agents,detailed,550,19.1,0.781,0.26,*,*,*,*,*,*,*,*,*
12,Florida,FL,41-3021,Insurance Sales Agents,detailed,40030,3.4,4.183,1.39,39.14,81410,4.1,21.42,27.1,38.73,44560,56360,80560
13,Georgia,GA,41-3021,Insurance Sales Agents,detailed,17320,5,3.639,1.21,45.05,93700,11,19.23,24.78,39.99,40000,51540,83190
15,Hawaii,HI,41-3021,Insurance Sales Agents,detailed,970,15.1,1.569,0.52,32.67,67950,6,22.34,28.22,35.79,46460,58690,74440
16,Idaho,ID,41-3021,Insurance Sales Agents,detailed,2370,12.4,2.879,0.96,*,*,*,*,*,*,*,*,*
17,Illinois,IL,41-3021,Insurance Sales Agents,detailed,15690,5.3,2.61,0.87,50.55,105150,20.1,22.39,24.42,36.79,46580,50790,76510
18,Indiana,IN,41-3021,Insurance Sales Agents,detailed,12640,5,4.003,1.33,35.41,73660,2.7,21.64,28.76,39.26,45020,59810,81660
19,Iowa,IA,41-3021,Insurance Sales Agents,detailed,6050,6.1,3.919,1.3,35.63,74100,4.8,21.75,27.38,38.31,45250,56950,79690
20,Kansas,KS,41-3021,Insurance Sales Agents,detailed,6440,11.1,4.557,1.51,39.51,82170,3.9,22.24,28.71,47.54,46270,59720,98870
21,Kentucky,KY,41-3021,Insurance Sales Agents,detailed,5570,5.5,2.838,0.94,31.29,65080,3.6,17.96,24.57,35.75,37350,51100,74370
22,Louisiana,LA,41-3021,Insurance Sales Agents,detailed,6300,6.6,3.401,1.13,28.97,60260,3.5,16.96,22.55,32.81,35280,46910,68240
23,Maine,ME,41-3021,Insurance Sales Agents,detailed,2230,6.5,3.593,1.19,36.95,76860,4.5,23.34,29.82,39.59,48540,62030,82350
24,Maryland,MD,41-3021,Insurance Sales Agents,detailed,5730,9.1,2.141,0.71,33.59,69860,3.6,21.54,30.08,37.45,44800,62570,77890
25,Massachusetts,MA,41-3021,Insurance Sales Agents,detailed,10000,7,2.744,0.91,48.36,100590,8.6,25.42,37.17,60.09,52870,77320,124980
26,Michigan,MI,41-3021,Insurance Sales Agents,detailed,12740,5.3,2.929,0.97,35.81,74490,3.3,22.12,28.31,39.67,46010,58880,82520
27,Minnesota,MN,41-3021,Insurance Sales Agents,detailed,8840,5.7,3.068,1.02,48.44,100750,8.6,25.28,36.99,49.45,52580,76940,102860
28,Mississippi,MS,41-3021,Insurance Sales Agents,detailed,2760,4.8,2.403,0.8,26.63,55390,3.2,15.18,22.66,29.26,31580,47140,60850
29,Missouri,MO,41-3021,Insurance Sales Agents,detailed,10880,12,3.784,1.26,34.33,71400,5.9,18,26.33,39.66,37440,54760,82500
30,Montana,MT,41-3021,Insurance Sales Agents,detailed,2060,5.7,4.101,1.36,36.19,75270,4,21.94,25.35,38.32,45630,52730,79710
31,Nebraska,NE,41-3021,Insurance Sales Agents,detailed,5070,4.3,5.066,1.68,31.83,66200,2.9,20.92,27.69,37.03,43510,57580,77030
32,Nevada,NV,41-3021,Insurance Sales Agents,detailed,3400,8.6,2.297,0.76,26.87,55900,6.3,18.31,21.79,23.65,38080,45320,49190
33,New Hampshire,NH,41-3021,Insurance Sales Agents,detailed,2080,11.1,3.083,1.02,32.46,67520,5.1,21.21,28.31,36.06,44120,58880,75000
34,New Jersey,NJ,41-3021,Insurance Sales Agents,detailed,11180,6.5,2.66,0.88,51.4,106910,3.4,28.85,37.49,59.29,60010,77970,123320
35,New Mexico,NM,41-3021,Insurance Sales Agents,detailed,2000,6.6,2.369,0.79,34.46,71680,11.3,17.89,22.96,36.54,37210,47750,76010
36,New York,NY,41-3021,Insurance Sales Agents,detailed,19460,4.7,2.072,0.69,52.38,108960,3.8,28.72,38.1,59.23,59730,79240,123200
37,North Carolina,NC,41-3021,Insurance Sales Agents,detailed,17720,3.6,3.696,1.23,36,74870,3.3,18.78,27.48,39.63,39060,57160,82440
38,North Dakota,ND,41-3021,Insurance Sales Agents,detailed,1390,6,3.326,1.1,40,83210,4.7,26.82,31.66,43.89,55790,65840,91290
39,Ohio,OH,41-3021,Insurance Sales Agents,detailed,15760,4,2.881,0.96,36.77,76470,3.9,22.06,28.84,40.64,45890,59990,84530
40,Oklahoma,OK,41-3021,Insurance Sales Agents,detailed,5810,6.4,3.49,1.16,31.45,65410,4.9,17.84,22.6,36.97,37110,47000,76890
41,Oregon,OR,41-3021,Insurance Sales Agents,detailed,4670,8,2.405,0.8,35.15,73120,5.3,21.89,26.08,36.44,45540,54250,75800
42,Pennsylvania,PA,41-3021,Insurance Sales Agents,detailed,16590,7.6,2.789,0.93,34.76,72300,4,21.91,28.58,38.48,45580,59450,80030
44,Rhode Island,RI,41-3021,Insurance Sales Agents,detailed,2250,12,4.603,1.53,41.5,86310,6.1,23.82,37.08,48.49,49540,77120,100870
45,South Carolina,SC,41-3021,Insurance Sales Agents,detailed,8110,4.2,3.65,1.21,31.01,64500,4.8,17.91,22.92,34.52,37250,47680,71790
46,South Dakota,SD,41-3021,Insurance Sales Agents,detailed,1970,6.9,4.443,1.47,36.38,75660,6.3,25,30.1,46.03,52000,62600,95750
47,Tennessee,TN,41-3021,Insurance Sales Agents,detailed,9080,5.5,2.821,0.94,32.02,66610,5.5,17.67,23.04,36.16,36760,47930,75200
48,Texas,TX,41-3021,Insurance Sales Agents,detailed,44300,4.5,3.268,1.08,30.15,62710,4.1,17.26,21.49,31.37,35890,44700,65250
49,Utah,UT,41-3021,Insurance Sales Agents,detailed,4400,6.8,2.622,0.87,33.32,69300,5.5,18.89,23.22,33.56,39300,48300,69810
50,Vermont,VT,41-3021,Insurance Sales Agents,detailed,800,8.1,2.654,0.88,38.41,79890,4.6,23.88,30.18,45.14,49670,62770,93890
51,Virginia,VA,41-3021,Insurance Sales Agents,detailed,10440,5.4,2.622,0.87,38.78,80660,4,19.1,28.63,45.11,39720,59550,93830
53,Washington,WA,41-3021,Insurance Sales Agents,detailed,11120,4.5,3.181,1.06,37.49,77980,3.4,23.42,29.06,39.1,48710,60450,81330
54,West Virginia,WV,41-3021,Insurance Sales Agents,detailed,1840,7.5,2.666,0.88,26.62,55380,5.7,14.61,20.67,30.15,30380,42980,62700
55,Wisconsin,WI,41-3021,Insurance Sales Agents,detailed,7910,5.3,2.742,0.91,38.63,80350,2.6,23.62,30.01,44.16,49140,62420,91850
56,Wyoming,WY,41-3021,Insurance Sales Agents,detailed,720,6.7,2.632,0.87,31.68,65900,6.6,20.39,23.41,34.97,42420,48700,72730
1,Alabama,AL,43-0000,Office and Administrative Support Occupations,major,233290,0.8,113.629,0.93,19.66,40890,0.4,14.67,18.04,22.81,30520,37530,47440
2,Alaska,AK,43-0000,Office and Administrative Support Occupations,major,40090,1,128.663,1.05,24.9,51800,0.4,19.02,23.48,29.35,39560,48850,61040
4,Arizona,AZ,43-0000,Office and Administrative Support Occupations,major,425230,0.8,135.867,1.11,22.74,47300,0.4,17.75,21.16,25.24,36930,44000,52500
5,Arkansas,AR,43-0000,Office and Administrative Support Occupations,major,151090,0.7,118.849,0.97,19.65,40860,0.3,14.83,17.76,22.33,30850,36940,46440
6,California,CA,43-0000,Office and Administrative Support Occupations,major,1986980,0.6,110.72,0.91,26.42,54960,0.2,19.45,23.77,30.32,40460,49450,63060
8,Colorado,CO,43-0000,Office and Administrative Support Occupations,major,314170,0.9,110.934,0.91,24.73,51430,0.3,18.89,22.8,28.49,39290,47430,59250
9,Connecticut,CT,43-0000,Office and Administrative Support Occupations,major,205310,1.4,123.657,1.01,26.05,54180,0.3,19.06,23.67,30.24,39640,49240,62910
10,Delaware,DE,43-0000,Office and Administrative Support Occupations,major,60580,0.9,129.095,1.06,23.46,48800,0.4,17.53,21.81,27.55,36460,45360,57300
11,District of Columbia,DC,43-0000,Office and Administrative Support Occupations,major,57420,1.8,81.82,0.67,30,62400,0.9,21.84,27.34,35.65,45420,56860,74140
12,Florida,FL,43-0000,Office and Administrative Support Occupations,major,1325360,0.6,138.517,1.13,21.76,45260,0.2,16.86,19.56,24.14,35070,40680,50220
13,Georgia,GA,43-0000,Office and Administrative Support Occupations,major,588390,0.9,123.666,1.01,21.21,44110,0.2,16.18,19.22,24.09,33650,39980,50110
15,Hawaii,HI,43-0000,Office and Administrative Support Occupations,major,81420,0.9,131.962,1.08,23.57,49020,0.3,17.86,22.15,28.15,37140,46070,58550
16,Idaho,ID,43-0000,Office and Administrative Support Occupations,major,107320,1.3,130.452,1.07,20.32,42270,0.3,16.06,18.86,22.99,33400,39220,47820
17,Illinois,IL,43-0000,Office and Administrative Support Occupations,major,708100,0.7,117.788,0.97,23.38,48640,0.3,17.66,21.82,27.48,36730,45390,57170
18,Indiana,IN,43-0000,Office and Administrative Support Occupations,major,360500,0.5,114.2,0.94,21.48,44680,0.2,16.9,19.77,24.08,35150,41110,50090
19,Iowa,IA,43-0000,Office and Administrative Support Occupations,major,175980,0.6,113.92,0.93,21.84,45420,0.3,17.21,20.57,24.72,35810,42790,51410
20,Kansas,KS,43-0000,Office and Administrative Support Occupations,major,171540,1.5,121.484,1,20.62,42890,0.4,16,18.88,23.49,33290,39270,48860
21,Kentucky,KY,43-0000,Office and Administrative Support Occupations,major,255100,0.7,129.95,1.06,20.41,42450,0.4,15.34,18.62,23.33,31900,38720,48530
22,Louisiana,LA,43-0000,Office and Administrative Support Occupations,major,233970,0.9,126.345,1.04,19.42,40400,0.4,14.24,17.83,22.77,29630,37080,47370
23,Maine,ME,43-0000,Office and Administrative Support Occupations,major,76930,1,123.739,1.01,22.48,46760,0.2,18.16,21.32,24.74,37770,44340,51450
24,Maryland,MD,43-0000,Office and Administrative Support Occupations,major,316940,0.8,118.375,0.97,24.3,50550,0.3,18.03,22.35,28.65,37510,46480,59590
25,Massachusetts,MA,43-0000,Office and Administrative Support Occupations,major,398150,0.8,109.278,0.9,26.8,55740,0.3,20.34,24.25,30.53,42310,50440,63500
26,Michigan,MI,43-0000,Office and Administrative Support Occupations,major,516710,0.6,118.84,0.97,22.2,46170,0.3,17.32,20.82,25.28,36020,43310,52570
27,Minnesota,MN,43-0000,Office and Administrative Support Occupations,major,352250,0.7,122.261,1,24.65,51280,0.2,19.12,23.13,28.68,39780,48110,59660
28,Mississippi,MS,43-0000,Office and Administrative Support Occupations,major,139950,0.6,121.7,1,18.53,38550,0.3,14.02,17.11,21.33,29170,35580,44370
29,Missouri,MO,43-0000,Office and Administrative Support Occupations,major,360250,0.9,125.242,1.03,21.57,44860,0.3,16.38,19.28,24.32,34060,40090,50580
30,Montana,MT,43-0000,Office and Administrative Support Occupations,major,61700,0.9,122.971,1.01,20.96,43600,0.3,17.07,19.67,23.42,35510,40900,48710
31,Nebraska,NE,43-0000,Office and Administrative Support Occupations,major,121740,0.8,121.64,1,21.08,43850,0.3,16.88,19.53,23.86,35120,40630,49620
32,Nevada,NV,43-0000,Office and Administrative Support Occupations,major,177590,1.3,119.843,0.98,21.79,45330,0.3,17.13,20.05,24.54,35630,41700,51040
33,New Hampshire,NH,43-0000,Office and Administrative Support Occupations,major,90400,0.8,133.893,1.1,23.58,49050,0.3,18.23,22.16,27.32,37910,46090,56830
34,New Jersey,NJ,43-0000,Office and Administrative Support Occupations,major,551850,1,131.325,1.08,25,52000,0.5,18.56,22.95,29.08,38600,47740,60490
35,New Mexico,NM,43-0000,Office and Administrative Support Occupations,major,117510,0.7,138.973,1.14,20.41,42450,0.4,15.81,18.55,23.18,32870,38580,48210
36,New York,NY,43-0000,Office and Administrative Support Occupations,major,1160100,0.7,123.509,1.01,26.6,55320,0.2,18.98,23.77,30.63,39480,49440,63720
37,North Carolina,NC,43-0000,Office and Administrative Support Occupations,major,554250,0.5,115.587,0.95,21.27,44240,0.2,16.72,19.56,24.1,34780,40680,50120
38,North Dakota,ND,43-0000,Office and Administrative Support Occupations,major,46460,0.9,111.277,0.91,22.75,47320,0.3,17.72,21.73,26.44,36860,45200,55000
39,Ohio,OH,43-0000,Office and Administrative Support Occupations,major,650520,0.6,118.944,0.97,21.95,45650,0.2,17.15,20.43,24.75,35670,42500,51480
40,Oklahoma,OK,43-0000,Office and Administrative Support Occupations,major,222360,0.6,133.603,1.09,20.33,42290,0.3,15.1,18.48,23.25,31400,38440,48360
41,Oregon,OR,43-0000,Office and Administrative Support Occupations,major,233320,0.8,120.072,0.98,23.63,49150,0.2,18.57,22.32,27.39,38620,46430,56980
42,Pennsylvania,PA,43-0000,Office and Administrative Support Occupations,major,738920,1.3,124.22,1.02,22.5,46810,0.5,17.31,21.21,26.15,36000,44110,54390
44,Rhode Island,RI,43-0000,Office and Administrative Support Occupations,major,60120,1.7,123.138,1.01,23.92,49750,0.4,18.47,22.6,27.8,38420,47000,57820
45,South Carolina,SC,43-0000,Office and Administrative Support Occupations,major,285910,0.6,128.617,1.05,20.31,42240,0.3,15.43,18.64,23.33,32090,38780,48520
46,South Dakota,SD,43-0000,Office and Administrative Support Occupations,major,56060,0.8,126.148,1.03,19.66,40900,0.2,16.01,18.69,22.41,33310,38880,46610
47,Tennessee,TN,43-0000,Office and Administrative Support Occupations,major,444410,0.6,138.055,1.13,21.43,44570,0.5,16.32,19.47,24.05,33940,40490,50020
48,Texas,TX,43-0000,Office and Administrative Support Occupations,major,1748940,0.6,128.998,1.06,21.63,44980,0.3,16.23,19.62,24.61,33770,40820,51190
49,Utah,UT,43-0000,Office and Administrative Support Occupations,major,238750,0.8,142.224,1.17,21.78,45310,0.3,17.04,19.73,24.42,35430,41040,50790
50,Vermont,VT,43-0000,Office and Administrative Support Occupations,major,33600,1.1,111.703,0.92,23.21,48290,0.5,18.66,22.18,26.32,38820,46140,54750
51,Virginia,VA,43-0000,Office and Administrative Support Occupations,major,443580,0.7,111.42,0.91,22.51,46820,0.3,16.94,20.66,26.09,35240,42970,54270
53,Washington,WA,43-0000,Office and Administrative Support Occupations,major,389360,0.8,111.389,0.91,26.66,55450,0.3,20.46,24.24,30.38,42550,50430,63190
54,West Virginia,WV,43-0000,Office and Administrative Support Occupations,major,85470,0.8,124.113,1.02,18.93,39370,0.3,14.25,17.52,22.13,29640,36440,46020
55,Wisconsin,WI,43-0000,Office and Administrative Support Occupations,major,347260,0.7,120.327,0.99,22.21,46190,0.2,17.73,21.33,24.86,36880,44370,51700
56,Wyoming,WY,43-0000,Office and Administrative Support Occupations,major,30260,1.3,110.524,0.91,20.76,43170,0.4,16.46,19.57,23.9,34250,40710,49720
1,Alabama,AL,43-9021,Data Entry Keyers,detailed,1070,7.5,0.523,0.51,15.58,32410,1.3,13.56,14.95,17.85,28200,31100,37130
2,Alaska,AK,43-9021,Data Entry Keyers,detailed,160,19.9,0.528,0.52,24.5,50960,7.8,21.82,24.95,29.81,45390,51890,62010
4,Arizona,AZ,43-9021,Data Entry Keyers,detailed,3320,9.1,1.062,1.05,18.92,39360,2.3,15.27,18.05,21.56,31760,37550,44840
5,Arkansas,AR,43-9021,Data Entry Keyers,detailed,1430,25.3,1.126,1.11,16.91,35170,3.7,15,15.58,18.39,31200,32410,38260
6,California,CA,43-9021,Data Entry Keyers,detailed,16520,5.7,0.921,0.91,23.19,48240,1,18.6,22.43,26.46,38690,46660,55040
8,Colorado,CO,43-9021,Data Entry Keyers,detailed,1650,6.5,0.582,0.57,21.99,45730,2.6,18.18,20.96,24.76,37820,43600,51490
9,Connecticut,CT,43-9021,Data Entry Keyers,detailed,1210,13.3,0.732,0.72,21.25,44210,5.8,18,20.07,24.89,37440,41740,51760
10,Delaware,DE,43-9021,Data Entry Keyers,detailed,500,15.7,1.068,1.05,17.5,36400,2.1,15.01,17.2,18.8,31220,35780,39110
11,District of Columbia,DC,43-9021,Data Entry Keyers,detailed,860,21,1.229,1.21,24.37,50700,5.2,19.33,22.64,27.34,40200,47100,56860
12,Florida,FL,43-9021,Data Entry Keyers,detailed,12950,8.1,1.354,1.33,18.13,37700,0.8,15.5,17.69,19.56,32240,36790,40680
13,Georgia,GA,43-9021,Data Entry Keyers,detailed,4140,8,0.871,0.86,17.73,36870,2.9,14.24,17.8,20.87,29620,37030,43400
15,Hawaii,HI,43-9021,Data Entry Keyers,detailed,280,24.8,0.448,0.44,20.48,42600,5.8,16.84,20.95,23.69,35020,43580,49270
16,Idaho,ID,43-9021,Data Entry Keyers,detailed,510,20.9,0.626,0.62,19.06,39640,3.2,16.55,18,22.01,34410,37450,45790
17,Illinois,IL,43-9021,Data Entry Keyers,detailed,7780,4.9,1.294,1.27,19.31,40170,1.4,15,17.88,22.43,31200,37190,46650
18,Indiana,IN,43-9021,Data Entry Keyers,detailed,3290,9.3,1.042,1.03,17.85,37130,1.3,14.79,17.37,20.6,30760,36140,42850
19,Iowa,IA,43-9021,Data Entry Keyers,detailed,1050,11.4,0.681,0.67,18.98,39480,1.4,15.83,18.6,22.01,32920,38680,45770
20,Kansas,KS,43-9021,Data Entry Keyers,detailed,1100,16.4,0.78,0.77,17.35,36080,1.6,15.03,17.39,18.85,31250,36170,39210
21,Kentucky,KY,43-9021,Data Entry Keyers,detailed,2470,9.6,1.258,1.24,16.26,33820,1.8,13.41,16.66,18.11,27900,34650,37660
22,Louisiana,LA,43-9021,Data Entry Keyers,detailed,1270,10.2,0.688,0.68,17.76,36930,1.9,14.24,17.26,20.74,29620,35900,43130
23,Maine,ME,43-9021,Data Entry Keyers,detailed,240,11.5,0.389,0.38,20.86,43390,2.1,18.5,20.53,22.21,38480,42710,46190
24,Maryland,MD,43-9021,Data Entry Keyers,detailed,1980,12.4,0.741,0.73,20.33,42290,4.4,14.6,18.89,24.06,30370,39280,50040
25,Massachusetts,MA,43-9021,Data Entry Keyers,detailed,2190,12.4,0.601,0.59,23.25,48350,1.8,19.93,23.47,25.72,41450,48810,53490
26,Michigan,MI,43-9021,Data Entry Keyers,detailed,3070,6.4,0.705,0.69,19.37,40290,1.3,16.5,18.19,21.99,34310,37830,45750
27,Minnesota,MN,43-9021,Data Entry Keyers,detailed,1420,8.1,0.493,0.49,19.83,41240,1.7,16.86,18.87,21.96,35070,39250,45670
28,Mississippi,MS,43-9021,Data Entry Keyers,detailed,640,14.1,0.56,0.55,15.34,31900,1.6,13.48,15.26,16.59,28040,31730,34500
29,Missouri,MO,43-9021,Data Entry Keyers,detailed,2710,20.8,0.943,0.93,17.86,37150,3.8,15.04,17,18.76,31280,35360,39020
30,Montana,MT,43-9021,Data Entry Keyers,detailed,420,9.8,0.839,0.83,18.39,38260,2.7,16.12,18.15,20.86,33530,37760,43390
31,Nebraska,NE,43-9021,Data Entry Keyers,detailed,830,8.4,0.827,0.81,18.26,37980,1.4,16.03,18.38,20.47,33350,38240,42580
32,Nevada,NV,43-9021,Data Entry Keyers,detailed,720,23.9,0.484,0.48,20.59,42830,5.1,17.58,22.6,22.69,36560,47000,47200
33,New Hampshire,NH,43-9021,Data Entry Keyers,detailed,1070,8.4,1.58,1.56,18.83,39170,1.9,16.63,18.42,20.47,34580,38320,42570
34,New Jersey,NJ,43-9021,Data Entry Keyers,detailed,4490,6.5,1.07,1.05,21.17,44040,1.1,17.26,20.2,23.96,35900,42020,49830
35,New Mexico,NM,43-9021,Data Entry Keyers,detailed,480,14.5,0.571,0.56,18.3,38070,3.9,14.71,17.76,21.3,30590,36940,44300
36,New York,NY,43-9021,Data Entry Keyers,detailed,8970,8,0.954,0.94,22.66,47130,2.4,17.74,20.63,27.07,36900,42910,56300
37,North Carolina,NC,43-9021,Data Entry Keyers,detailed,5360,4.6,1.117,1.1,17.79,36990,1,15,17.45,20.19,31200,36300,41990
38,North Dakota,ND,43-9021,Data Entry Keyers,detailed,70,8.8,0.159,0.16,19.33,40200,3.3,15.87,19.62,23.55,33000,40810,48980
39,Ohio,OH,43-9021,Data Entry Keyers,detailed,6790,7.4,1.242,1.22,18.53,38550,1.7,15.09,18.05,20.69,31400,37540,43030
